day,month,year,hour,n-passengers
12,2,2020,9,9366.0
12,2,2020,10,8117.0
12,2,2020,11,9016.0
12,2,2020,12,10599.0
12,2,2020,13,10879.0
12,2,2020,14,12593.0
12,2,2020,15,14432.0
12,2,2020,16,15324.0
12,2,2020,17,20191.0
12,2,2020,18,21581.0
12,2,2020,19,12957.0
12,2,2020,20,6488.0
12,2,2020,21,4303.0
12,2,2020,22,3294.0
12,2,2020,23,1798.0
13,2,2020,0,508.0
13,2,2020,1,22.0
13,2,2020,2,1.0
13,2,2020,3,11.0
13,2,2020,4,11.0
13,2,2020,5,122.0
13,2,2020,6,2931.0
13,2,2020,7,13101.0
13,2,2020,8,14958.0
13,2,2020,9,9774.0
13,2,2020,10,8857.0
13,2,2020,11,10370.0
13,2,2020,12,11944.0
13,2,2020,13,12581.0
13,2,2020,14,13814.0
13,2,2020,15,15893.0
13,2,2020,16,17472.0
13,2,2020,17,21704.0
13,2,2020,18,23088.0
13,2,2020,19,13690.0
13,2,2020,20,7249.0
13,2,2020,21,4855.0
13,2,2020,22,3545.0
13,2,2020,23,2033.0
14,2,2020,0,582.0
14,2,2020,1,19.0
14,2,2020,2,2.0
14,2,2020,3,
14,2,2020,4,11.0
14,2,2020,5,114.0
14,2,2020,6,2965.0
14,2,2020,7,12753.0
14,2,2020,8,14659.0
14,2,2020,9,9619.0
14,2,2020,10,8869.0
14,2,2020,11,10279.0
14,2,2020,12,11788.0
14,2,2020,13,11672.0
14,2,2020,14,13984.0
14,2,2020,15,16589.0
14,2,2020,16,18426.0
14,2,2020,17,22838.0
14,2,2020,18,24771.0
14,2,2020,19,16074.0
14,2,2020,20,8922.0
14,2,2020,21,6000.0
14,2,2020,22,4701.0
14,2,2020,23,2803.0
15,2,2020,0,1215.0
15,2,2020,1,44.0
15,2,2020,2,18.0
15,2,2020,3,4.0
15,2,2020,4,17.0
15,2,2020,5,47.0
15,2,2020,6,1500.0
15,2,2020,7,4865.0
15,2,2020,8,6324.0
15,2,2020,9,6713.0
15,2,2020,10,7380.0
15,2,2020,11,9076.0
15,2,2020,12,11434.0
15,2,2020,13,14140.0
15,2,2020,14,15708.0
15,2,2020,15,16938.0
15,2,2020,16,17514.0
15,2,2020,17,18261.0
15,2,2020,18,16177.0
15,2,2020,19,12285.0
15,2,2020,20,7692.0
15,2,2020,21,4926.0
15,2,2020,22,3741.0
15,2,2020,23,2512.0
16,2,2020,0,1151.0
16,2,2020,1,38.0
16,2,2020,2,8.0
16,2,2020,3,11.0
16,2,2020,4,24.0
16,2,2020,5,28.0
16,2,2020,6,450.0
16,2,2020,7,1762.0
16,2,2020,8,3045.0
16,2,2020,9,4362.0
16,2,2020,10,6241.0
16,2,2020,11,8354.0
16,2,2020,12,12099.0
16,2,2020,13,15150.0
16,2,2020,14,17580.0
16,2,2020,15,18286.0
16,2,2020,16,17756.0
16,2,2020,17,17707.0
16,2,2020,18,15022.0
16,2,2020,19,11220.0
16,2,2020,20,7079.0
16,2,2020,21,4512.0
16,2,2020,22,2957.0
16,2,2020,23,1478.0
17,2,2020,0,381.0
17,2,2020,1,12.0
17,2,2020,2,2.0
17,2,2020,3,3.0
17,2,2020,4,20.0
17,2,2020,5,144.0
17,2,2020,6,3195.0
17,2,2020,7,14012.0
17,2,2020,8,15729.0
17,2,2020,9,9978.0
17,2,2020,10,9008.0
17,2,2020,11,10108.0
17,2,2020,12,11975.0
17,2,2020,13,12040.0
17,2,2020,14,13370.0
17,2,2020,15,15465.0
17,2,2020,16,16807.0
17,2,2020,17,21287.0
17,2,2020,18,22990.0
17,2,2020,19,13330.0
17,2,2020,20,6609.0
17,2,2020,21,4511.0
17,2,2020,22,2792.0
17,2,2020,23,1510.0
18,2,2020,0,396.0
18,2,2020,1,11.0
18,2,2020,2,10.0
18,2,2020,3,1.0
18,2,2020,4,10.0
18,2,2020,5,109.0
18,2,2020,6,3085.0
18,2,2020,7,14024.0
18,2,2020,8,15674.0
18,2,2020,9,10232.0
18,2,2020,10,9644.0
18,2,2020,11,10731.0
18,2,2020,12,12958.0
18,2,2020,13,13107.0
18,2,2020,14,14669.0
18,2,2020,15,16640.0
18,2,2020,16,18277.0
18,2,2020,17,22586.0
18,2,2020,18,24612.0
18,2,2020,19,14404.0
18,2,2020,20,7396.0
18,2,2020,21,5077.0
18,2,2020,22,3361.0
18,2,2020,23,1748.0
19,2,2020,0,487.0
19,2,2020,1,18.0
19,2,2020,2,4.0
19,2,2020,3,1.0
19,2,2020,4,14.0
19,2,2020,5,110.0
19,2,2020,6,2991.0
19,2,2020,7,13640.0
19,2,2020,8,15153.0
19,2,2020,9,10389.0
19,2,2020,10,9103.0
19,2,2020,11,10247.0
19,2,2020,12,12564.0
19,2,2020,13,12261.0
19,2,2020,14,13693.0
19,2,2020,15,15889.0
19,2,2020,16,17135.0
19,2,2020,17,21269.0
19,2,2020,18,22154.0
19,2,2020,19,12632.0
19,2,2020,20,6531.0
19,2,2020,21,4814.0
19,2,2020,22,3604.0
19,2,2020,23,1849.0
20,2,2020,0,541.0
20,2,2020,1,14.0
20,2,2020,2,8.0
20,2,2020,3,8.0
20,2,2020,4,29.0
20,2,2020,5,103.0
20,2,2020,6,3091.0
20,2,2020,7,13070.0
20,2,2020,8,15229.0
20,2,2020,9,9930.0
20,2,2020,10,8519.0
20,2,2020,11,9006.0
20,2,2020,12,9761.0
20,2,2020,13,9676.0
20,2,2020,14,9694.0
20,2,2020,15,11946.0
20,2,2020,16,13226.0
20,2,2020,17,17319.0
20,2,2020,18,18982.0
20,2,2020,19,10713.0
20,2,2020,20,5888.0
20,2,2020,21,4116.0
20,2,2020,22,2851.0
20,2,2020,23,1542.0
21,2,2020,0,435.0
21,2,2020,1,14.0
21,2,2020,2,13.0
21,2,2020,3,5.0
21,2,2020,4,10.0
21,2,2020,5,129.0
21,2,2020,6,2885.0
21,2,2020,7,12590.0
21,2,2020,8,14294.0
21,2,2020,9,9107.0
21,2,2020,10,7891.0
21,2,2020,11,8356.0
21,2,2020,12,9769.0
21,2,2020,13,9337.0
21,2,2020,14,10634.0
21,2,2020,15,12927.0
21,2,2020,16,14673.0
21,2,2020,17,19083.0
21,2,2020,18,22408.0
21,2,2020,19,14061.0
21,2,2020,20,7548.0
21,2,2020,21,5349.0
21,2,2020,22,4005.0
21,2,2020,23,2448.0
22,2,2020,0,923.0
22,2,2020,1,43.0
22,2,2020,2,4.0
22,2,2020,3,4.0
22,2,2020,4,30.0
22,2,2020,5,41.0
22,2,2020,6,1507.0
22,2,2020,7,4914.0
22,2,2020,8,6883.0
22,2,2020,9,7254.0
22,2,2020,10,8196.0
22,2,2020,11,10461.0
22,2,2020,12,13537.0
22,2,2020,13,16106.0
22,2,2020,14,18311.0
22,2,2020,15,19724.0
22,2,2020,16,20837.0
22,2,2020,17,22704.0
22,2,2020,18,20986.0
22,2,2020,19,13808.0
22,2,2020,20,7781.0
22,2,2020,21,5004.0
22,2,2020,22,7128.0
22,2,2020,23,3179.0
23,2,2020,0,1130.0
23,2,2020,1,46.0
23,2,2020,2,6.0
23,2,2020,3,4.0
23,2,2020,4,17.0
23,2,2020,5,20.0
23,2,2020,6,449.0
23,2,2020,7,1761.0
23,2,2020,8,3375.0
23,2,2020,9,4980.0
23,2,2020,10,6699.0
23,2,2020,11,9504.0
23,2,2020,12,13003.0
23,2,2020,13,16497.0
23,2,2020,14,19335.0
23,2,2020,15,20807.0
23,2,2020,16,21306.0
23,2,2020,17,21447.0
23,2,2020,18,18416.0
23,2,2020,19,12580.0
23,2,2020,20,7045.0
23,2,2020,21,7219.0
23,2,2020,22,4120.0
23,2,2020,23,1610.0
24,2,2020,0,411.0
24,2,2020,1,28.0
24,2,2020,2,3.0
24,2,2020,3,9.0
24,2,2020,4,15.0
24,2,2020,5,152.0
24,2,2020,6,3237.0
24,2,2020,7,13715.0
24,2,2020,8,15934.0
24,2,2020,9,10398.0
24,2,2020,10,8904.0
24,2,2020,11,9471.0
24,2,2020,12,11197.0
24,2,2020,13,11392.0
24,2,2020,14,12260.0
24,2,2020,15,13867.0
24,2,2020,16,14969.0
24,2,2020,17,19037.0
24,2,2020,18,21356.0
24,2,2020,19,12519.0
24,2,2020,20,6369.0
24,2,2020,21,4251.0
24,2,2020,22,2699.0
24,2,2020,23,1406.0
25,2,2020,0,410.0
25,2,2020,1,19.0
25,2,2020,2,11.0
25,2,2020,3,
25,2,2020,4,13.0
25,2,2020,5,91.0
25,2,2020,6,3038.0
25,2,2020,7,13702.0
25,2,2020,8,15947.0
25,2,2020,9,10572.0
25,2,2020,10,9236.0
25,2,2020,11,10584.0
25,2,2020,12,12453.0
25,2,2020,13,12723.0
25,2,2020,14,14171.0
25,2,2020,15,16457.0
25,2,2020,16,17423.0
25,2,2020,17,22743.0
25,2,2020,18,24376.0
25,2,2020,19,14304.0
25,2,2020,20,7521.0
25,2,2020,21,5050.0
25,2,2020,22,3503.0
25,2,2020,23,1690.0
26,2,2020,0,440.0
26,2,2020,1,22.0
26,2,2020,2,8.0
26,2,2020,3,1.0
26,2,2020,4,15.0
26,2,2020,5,116.0
26,2,2020,6,2982.0
26,2,2020,7,13961.0
26,2,2020,8,15703.0
26,2,2020,9,10680.0
26,2,2020,10,9677.0
26,2,2020,11,10890.0
26,2,2020,12,13116.0
26,2,2020,13,13291.0
26,2,2020,14,14873.0
26,2,2020,15,17147.0
26,2,2020,16,18600.0
26,2,2020,17,23333.0
26,2,2020,18,24001.0
26,2,2020,19,14590.0
26,2,2020,20,7736.0
26,2,2020,21,5302.0
26,2,2020,22,3566.0
26,2,2020,23,1822.0
27,2,2020,0,566.0
27,2,2020,1,14.0
27,2,2020,2,4.0
27,2,2020,3,6.0
27,2,2020,4,10.0
27,2,2020,5,95.0
27,2,2020,6,3038.0
27,2,2020,7,12548.0
27,2,2020,8,14757.0
27,2,2020,9,9472.0
27,2,2020,10,8382.0
27,2,2020,11,8602.0
27,2,2020,12,9969.0
27,2,2020,13,9662.0
27,2,2020,14,10485.0
27,2,2020,15,11464.0
27,2,2020,16,12669.0
27,2,2020,17,16880.0
27,2,2020,18,18140.0
27,2,2020,19,9589.0
27,2,2020,20,3926.0
27,2,2020,21,2288.0
27,2,2020,22,1558.0
27,2,2020,23,761.0
28,2,2020,0,314.0
28,2,2020,1,7.0
28,2,2020,2,
28,2,2020,3,1.0
28,2,2020,4,8.0
28,2,2020,5,87.0
28,2,2020,6,2821.0
28,2,2020,7,12664.0
28,2,2020,8,14909.0
28,2,2020,9,9540.0
28,2,2020,10,8556.0
28,2,2020,11,9306.0
28,2,2020,12,11012.0
28,2,2020,13,10686.0
28,2,2020,14,12766.0
28,2,2020,15,15080.0
28,2,2020,16,17148.0
28,2,2020,17,21057.0
28,2,2020,18,24049.0
28,2,2020,19,14847.0
28,2,2020,20,8205.0
28,2,2020,21,5612.0
28,2,2020,22,4122.0
28,2,2020,23,2584.0
29,2,2020,0,995.0
29,2,2020,1,409.0
29,2,2020,2,234.0
29,2,2020,3,115.0
29,2,2020,4,75.0
29,2,2020,5,75.0
29,2,2020,6,1484.0
29,2,2020,7,4763.0
29,2,2020,8,6223.0
29,2,2020,9,6045.0
29,2,2020,10,6385.0
29,2,2020,11,7096.0
29,2,2020,12,9096.0
29,2,2020,13,11734.0
29,2,2020,14,13876.0
29,2,2020,15,14662.0
29,2,2020,16,15242.0
29,2,2020,17,15935.0
29,2,2020,18,14258.0
29,2,2020,19,11101.0
29,2,2020,20,6740.0
29,2,2020,21,4537.0
29,2,2020,22,3490.0
29,2,2020,23,2341.0
1,3,2020,0,1045.0
1,3,2020,1,444.0
1,3,2020,2,198.0
1,3,2020,3,127.0
1,3,2020,4,122.0
1,3,2020,5,51.0
1,3,2020,6,434.0
1,3,2020,7,1830.0
1,3,2020,8,3431.0
1,3,2020,9,4693.0
1,3,2020,10,6926.0
1,3,2020,11,9042.0
1,3,2020,12,12545.0
1,3,2020,13,16440.0
1,3,2020,14,19183.0
1,3,2020,15,20680.0
1,3,2020,16,20888.0
1,3,2020,17,21269.0
1,3,2020,18,19495.0
1,3,2020,19,14856.0
1,3,2020,20,9063.0
1,3,2020,21,5343.0
1,3,2020,22,3283.0
1,3,2020,23,1515.0
2,3,2020,0,385.0
2,3,2020,1,14.0
2,3,2020,2,5.0
2,3,2020,3,4.0
2,3,2020,4,16.0
2,3,2020,5,149.0
2,3,2020,6,3134.0
2,3,2020,7,13973.0
2,3,2020,8,16165.0
2,3,2020,9,10604.0
2,3,2020,10,9211.0
2,3,2020,11,10034.0
2,3,2020,12,12378.0
2,3,2020,13,12007.0
2,3,2020,14,12920.0
2,3,2020,15,15581.0
2,3,2020,16,16845.0
2,3,2020,17,21138.0
2,3,2020,18,23544.0
2,3,2020,19,13491.0
2,3,2020,20,7351.0
2,3,2020,21,4957.0
2,3,2020,22,2941.0
2,3,2020,23,1370.0
3,3,2020,0,437.0
3,3,2020,1,15.0
3,3,2020,2,3.0
3,3,2020,3,4.0
3,3,2020,4,12.0
3,3,2020,5,128.0
3,3,2020,6,3002.0
3,3,2020,7,14062.0
3,3,2020,8,16752.0
3,3,2020,9,10644.0
3,3,2020,10,10315.0
3,3,2020,11,11176.0
3,3,2020,12,13731.0
3,3,2020,13,13228.0
3,3,2020,14,14888.0
3,3,2020,15,17495.0
3,3,2020,16,18755.0
3,3,2020,17,23623.0
3,3,2020,18,25917.0
3,3,2020,19,15556.0
3,3,2020,20,8509.0
3,3,2020,21,5569.0
3,3,2020,22,3762.0
3,3,2020,23,1931.0
4,3,2020,0,521.0
4,3,2020,1,15.0
4,3,2020,2,3.0
4,3,2020,3,1.0
4,3,2020,4,14.0
4,3,2020,5,119.0
4,3,2020,6,3053.0
4,3,2020,7,13650.0
4,3,2020,8,16346.0
4,3,2020,9,10855.0
4,3,2020,10,9897.0
4,3,2020,11,11149.0
4,3,2020,12,12896.0
4,3,2020,13,12689.0
4,3,2020,14,13600.0
4,3,2020,15,15418.0
4,3,2020,16,16645.0
4,3,2020,17,21931.0
4,3,2020,18,24344.0
4,3,2020,19,14415.0
4,3,2020,20,7784.0
4,3,2020,21,5420.0
4,3,2020,22,3683.0
4,3,2020,23,1946.0
5,3,2020,0,615.0
5,3,2020,1,19.0
5,3,2020,2,10.0
5,3,2020,3,6.0
5,3,2020,4,27.0
5,3,2020,5,117.0
5,3,2020,6,3130.0
5,3,2020,7,13898.0
5,3,2020,8,15694.0
5,3,2020,9,10210.0
5,3,2020,10,8924.0
5,3,2020,11,9705.0
5,3,2020,12,11380.0
5,3,2020,13,10927.0
5,3,2020,14,11501.0
5,3,2020,15,14222.0
5,3,2020,16,16184.0
5,3,2020,17,20010.0
5,3,2020,18,20719.0
5,3,2020,19,12126.0
5,3,2020,20,6534.0
5,3,2020,21,4578.0
5,3,2020,22,3220.0
5,3,2020,23,1697.0
6,3,2020,0,448.0
6,3,2020,1,19.0
6,3,2020,2,3.0
6,3,2020,3,4.0
6,3,2020,4,11.0
6,3,2020,5,119.0
6,3,2020,6,3010.0
6,3,2020,7,13061.0
6,3,2020,8,15093.0
6,3,2020,9,9662.0
6,3,2020,10,8532.0
6,3,2020,11,9061.0
6,3,2020,12,10959.0
6,3,2020,13,10863.0
6,3,2020,14,12380.0
6,3,2020,15,15514.0
6,3,2020,16,17537.0
6,3,2020,17,23616.0
6,3,2020,18,26992.0
6,3,2020,19,18445.0
6,3,2020,20,9680.0
6,3,2020,21,6436.0
6,3,2020,22,7127.0
6,3,2020,23,3515.0
7,3,2020,0,1438.0
7,3,2020,1,666.0
7,3,2020,2,291.0
7,3,2020,3,188.0
7,3,2020,4,91.0
7,3,2020,5,96.0
7,3,2020,6,1591.0
7,3,2020,7,5360.0
7,3,2020,8,7690.0
7,3,2020,9,8735.0
7,3,2020,10,10436.0
7,3,2020,11,13250.0
7,3,2020,12,17732.0
7,3,2020,13,21521.0
7,3,2020,14,25529.0
7,3,2020,15,28249.0
7,3,2020,16,27439.0
7,3,2020,17,28222.0
7,3,2020,18,27014.0
7,3,2020,19,26092.0
7,3,2020,20,14929.0
7,3,2020,21,8762.0
7,3,2020,22,6965.0
7,3,2020,23,4334.0
8,3,2020,0,1883.0
8,3,2020,1,872.0
8,3,2020,2,488.0
8,3,2020,3,311.0
8,3,2020,4,191.0
8,3,2020,5,77.0
8,3,2020,6,478.0
8,3,2020,7,2097.0
8,3,2020,8,3814.0
8,3,2020,9,5984.0
8,3,2020,10,7984.0
8,3,2020,11,10700.0
8,3,2020,12,14542.0
8,3,2020,13,18912.0
8,3,2020,14,22211.0
8,3,2020,15,24303.0
8,3,2020,16,24911.0
8,3,2020,17,25539.0
8,3,2020,18,22392.0
8,3,2020,19,17675.0
8,3,2020,20,11943.0
8,3,2020,21,7529.0
8,3,2020,22,4400.0
8,3,2020,23,2078.0
9,3,2020,0,555.0
9,3,2020,1,28.0
9,3,2020,2,8.0
9,3,2020,3,3.0
9,3,2020,4,21.0
9,3,2020,5,140.0
9,3,2020,6,3232.0
9,3,2020,7,14309.0
9,3,2020,8,16444.0
9,3,2020,9,10606.0
9,3,2020,10,9763.0
9,3,2020,11,10753.0
9,3,2020,12,12667.0
9,3,2020,13,12897.0
9,3,2020,14,13947.0
9,3,2020,15,16223.0
9,3,2020,16,17484.0
9,3,2020,17,21964.0
9,3,2020,18,23729.0
9,3,2020,19,13613.0
9,3,2020,20,7120.0
9,3,2020,21,4597.0
9,3,2020,22,2604.0
9,3,2020,23,1423.0
10,3,2020,0,361.0
10,3,2020,1,15.0
10,3,2020,2,2.0
10,3,2020,3,5.0
10,3,2020,4,16.0
10,3,2020,5,128.0
10,3,2020,6,3025.0
10,3,2020,7,13473.0
10,3,2020,8,15315.0
10,3,2020,9,9741.0
10,3,2020,10,7753.0
10,3,2020,11,8144.0
10,3,2020,12,9332.0
10,3,2020,13,9350.0
10,3,2020,14,9518.0
10,3,2020,15,11310.0
10,3,2020,16,12809.0
10,3,2020,17,17249.0
10,3,2020,18,19638.0
10,3,2020,19,10825.0
10,3,2020,20,5709.0
10,3,2020,21,3882.0
10,3,2020,22,2710.0
10,3,2020,23,1458.0
11,3,2020,0,381.0
11,3,2020,1,5.0
11,3,2020,2,9.0
11,3,2020,3,9.0
11,3,2020,4,15.0
11,3,2020,5,106.0
11,3,2020,6,3034.0
11,3,2020,7,13770.0
11,3,2020,8,15936.0
11,3,2020,9,10433.0
11,3,2020,10,9065.0
11,3,2020,11,9592.0
11,3,2020,12,11466.0
11,3,2020,13,11517.0
11,3,2020,14,12199.0
11,3,2020,15,14347.0
11,3,2020,16,15858.0
11,3,2020,17,20939.0
11,3,2020,18,22783.0
11,3,2020,19,13856.0
11,3,2020,20,7250.0
11,3,2020,21,4437.0
11,3,2020,22,3275.0
11,3,2020,23,1687.0
12,3,2020,0,417.0
12,3,2020,1,12.0
12,3,2020,2,4.0
12,3,2020,3,5.0
12,3,2020,4,16.0
12,3,2020,5,112.0
12,3,2020,6,3029.0
12,3,2020,7,13505.0
12,3,2020,8,14987.0
12,3,2020,9,10023.0
12,3,2020,10,8581.0
12,3,2020,11,9282.0
12,3,2020,12,10604.0
12,3,2020,13,11006.0
12,3,2020,14,11922.0
12,3,2020,15,14071.0
12,3,2020,16,15487.0
12,3,2020,17,20451.0
12,3,2020,18,22023.0
12,3,2020,19,13380.0
12,3,2020,20,7019.0
12,3,2020,21,4550.0
12,3,2020,22,2878.0
12,3,2020,23,1531.0
13,3,2020,0,426.0
13,3,2020,1,18.0
13,3,2020,2,1.0
13,3,2020,3,5.0
13,3,2020,4,9.0
13,3,2020,5,124.0
13,3,2020,6,2886.0
13,3,2020,7,12557.0
13,3,2020,8,13976.0
13,3,2020,9,8866.0
13,3,2020,10,7843.0
13,3,2020,11,8377.0
13,3,2020,12,9800.0
13,3,2020,13,9891.0
13,3,2020,14,11390.0
13,3,2020,15,13510.0
13,3,2020,16,14101.0
13,3,2020,17,18542.0
13,3,2020,18,21240.0
13,3,2020,19,13706.0
13,3,2020,20,7229.0
13,3,2020,21,4414.0
13,3,2020,22,2924.0
13,3,2020,23,1809.0
14,3,2020,0,634.0
14,3,2020,1,59.0
14,3,2020,2,4.0
14,3,2020,3,4.0
14,3,2020,4,21.0
14,3,2020,5,57.0
14,3,2020,6,1387.0
14,3,2020,7,4581.0
14,3,2020,8,5732.0
14,3,2020,9,5718.0
14,3,2020,10,6370.0
14,3,2020,11,7578.0
14,3,2020,12,9624.0
14,3,2020,13,11612.0
14,3,2020,14,13045.0
14,3,2020,15,13519.0
14,3,2020,16,13518.0
14,3,2020,17,13625.0
14,3,2020,18,11479.0
14,3,2020,19,8345.0
14,3,2020,20,5256.0
14,3,2020,21,3218.0
14,3,2020,22,2558.0
14,3,2020,23,1484.0
15,3,2020,0,568.0
15,3,2020,1,273.0
15,3,2020,2,178.0
15,3,2020,3,92.0
15,3,2020,4,73.0
15,3,2020,5,41.0
15,3,2020,6,391.0
15,3,2020,7,1485.0
15,3,2020,8,2233.0
15,3,2020,9,2510.0
15,3,2020,10,3175.0
15,3,2020,11,4059.0
15,3,2020,12,4929.0
15,3,2020,13,5658.0
15,3,2020,14,5722.0
15,3,2020,15,5694.0
15,3,2020,16,5431.0
15,3,2020,17,5100.0
15,3,2020,18,4279.0
15,3,2020,19,2973.0
15,3,2020,20,1962.0
15,3,2020,21,1748.0
15,3,2020,22,1048.0
15,3,2020,23,526.0
16,3,2020,0,149.0
16,3,2020,1,14.0
16,3,2020,2,6.0
16,3,2020,3,
16,3,2020,4,13.0
16,3,2020,5,82.0
16,3,2020,6,2564.0
16,3,2020,7,9675.0
16,3,2020,8,10304.0
16,3,2020,9,6125.0
16,3,2020,10,4905.0
16,3,2020,11,5055.0
16,3,2020,12,5375.0
16,3,2020,13,5599.0
16,3,2020,14,5999.0
16,3,2020,15,6376.0
16,3,2020,16,7500.0
16,3,2020,17,10896.0
16,3,2020,18,12467.0
16,3,2020,19,5953.0
16,3,2020,20,2722.0
16,3,2020,21,1456.0
16,3,2020,22,925.0
16,3,2020,23,391.0
17,3,2020,0,105.0
17,3,2020,1,13.0
17,3,2020,2,11.0
17,3,2020,3,8.0
17,3,2020,4,11.0
17,3,2020,5,73.0
17,3,2020,6,2143.0
17,3,2020,7,7958.0
17,3,2020,8,7846.0
17,3,2020,9,4548.0
17,3,2020,10,3997.0
17,3,2020,11,4045.0
17,3,2020,12,4614.0
17,3,2020,13,4857.0
17,3,2020,14,5428.0
17,3,2020,15,5859.0
17,3,2020,16,6889.0
17,3,2020,17,9816.0
17,3,2020,18,9702.0
17,3,2020,19,4781.0
17,3,2020,20,2116.0
17,3,2020,21,1050.0
17,3,2020,22,580.0
17,3,2020,23,249.0
18,3,2020,0,55.0
18,3,2020,1,13.0
18,3,2020,2,
18,3,2020,3,1.0
18,3,2020,4,8.0
18,3,2020,5,53.0
18,3,2020,6,1840.0
18,3,2020,7,6893.0
18,3,2020,8,6507.0
18,3,2020,9,3644.0
18,3,2020,10,3235.0
18,3,2020,11,3243.0
18,3,2020,12,3572.0
18,3,2020,13,3749.0
18,3,2020,14,3993.0
18,3,2020,15,4323.0
18,3,2020,16,5276.0
18,3,2020,17,7767.0
18,3,2020,18,7015.0
18,3,2020,19,3075.0
18,3,2020,20,1269.0
18,3,2020,21,727.0
18,3,2020,22,399.0
18,3,2020,23,163.0
19,3,2020,0,47.0
19,3,2020,1,9.0
19,3,2020,2,6.0
19,3,2020,3,8.0
19,3,2020,4,9.0
19,3,2020,5,46.0
19,3,2020,6,1596.0
19,3,2020,7,5921.0
19,3,2020,8,5223.0
19,3,2020,9,2939.0
19,3,2020,10,2492.0
19,3,2020,11,2516.0
19,3,2020,12,2656.0
19,3,2020,13,2847.0
19,3,2020,14,3127.0
19,3,2020,15,3469.0
19,3,2020,16,4392.0
19,3,2020,17,6287.0
19,3,2020,18,5435.0
19,3,2020,19,2694.0
19,3,2020,20,1210.0
19,3,2020,21,634.0
19,3,2020,22,342.0
19,3,2020,23,151.0
20,3,2020,0,50.0
20,3,2020,1,1.0
20,3,2020,2,1.0
20,3,2020,3,
20,3,2020,4,8.0
20,3,2020,5,54.0
20,3,2020,6,1447.0
20,3,2020,7,5085.0
20,3,2020,8,4500.0
20,3,2020,9,2669.0
20,3,2020,10,2298.0
20,3,2020,11,2526.0
20,3,2020,12,2747.0
20,3,2020,13,3180.0
20,3,2020,14,3441.0
20,3,2020,15,3965.0
20,3,2020,16,4551.0
20,3,2020,17,6077.0
20,3,2020,18,5164.0
20,3,2020,19,2631.0
20,3,2020,20,1261.0
20,3,2020,21,629.0
20,3,2020,22,333.0
20,3,2020,23,166.0
21,3,2020,0,49.0
21,3,2020,1,16.0
21,3,2020,2,2.0
21,3,2020,3,11.0
21,3,2020,4,14.0
21,3,2020,5,20.0
21,3,2020,6,655.0
21,3,2020,7,2256.0
21,3,2020,8,2066.0
21,3,2020,9,1666.0
21,3,2020,10,1702.0
21,3,2020,11,1866.0
21,3,2020,12,2314.0
21,3,2020,13,2841.0
21,3,2020,14,3103.0
21,3,2020,15,3359.0
21,3,2020,16,3546.0
21,3,2020,17,3691.0
21,3,2020,18,2895.0
21,3,2020,19,2168.0
21,3,2020,20,1053.0
21,3,2020,21,571.0
21,3,2020,22,360.0
21,3,2020,23,144.0
22,3,2020,0,5.0
22,3,2020,1,10.0
22,3,2020,2,2.0
22,3,2020,3,5.0
22,3,2020,4,8.0
22,3,2020,5,6.0
22,3,2020,6,161.0
22,3,2020,7,637.0
22,3,2020,8,675.0
22,3,2020,9,776.0
22,3,2020,10,823.0
22,3,2020,11,1018.0
22,3,2020,12,1182.0
22,3,2020,13,1696.0
22,3,2020,14,2009.0
22,3,2020,15,2289.0
22,3,2020,16,2237.0
22,3,2020,17,2280.0
22,3,2020,18,1629.0
22,3,2020,19,1128.0
22,3,2020,20,637.0
22,3,2020,21,342.0
22,3,2020,22,184.0
22,3,2020,23,71.0
23,3,2020,0,4.0
23,3,2020,1,6.0
23,3,2020,2,
23,3,2020,3,
23,3,2020,4,7.0
23,3,2020,5,32.0
23,3,2020,6,978.0
23,3,2020,7,3601.0
23,3,2020,8,3294.0
23,3,2020,9,1968.0
23,3,2020,10,1558.0
23,3,2020,11,1641.0
23,3,2020,12,1747.0
23,3,2020,13,1920.0
23,3,2020,14,2007.0
23,3,2020,15,2199.0
23,3,2020,16,2595.0
23,3,2020,17,3694.0
23,3,2020,18,2559.0
23,3,2020,19,1120.0
23,3,2020,20,545.0
23,3,2020,21,283.0
23,3,2020,22,158.0
23,3,2020,23,68.0
24,3,2020,0,9.0
24,3,2020,1,4.0
24,3,2020,2,2.0
24,3,2020,3,
24,3,2020,4,9.0
24,3,2020,5,25.0
24,3,2020,6,735.0
24,3,2020,7,2629.0
24,3,2020,8,2319.0
24,3,2020,9,1417.0
24,3,2020,10,1199.0
24,3,2020,11,1184.0
24,3,2020,12,1254.0
24,3,2020,13,1401.0
24,3,2020,14,1454.0
24,3,2020,15,1619.0
24,3,2020,16,1923.0
24,3,2020,17,3006.0
24,3,2020,18,1971.0
24,3,2020,19,944.0
24,3,2020,20,472.0
24,3,2020,21,242.0
24,3,2020,22,135.0
24,3,2020,23,74.0
25,3,2020,0,7.0
25,3,2020,1,5.0
25,3,2020,2,5.0
25,3,2020,3,7.0
25,3,2020,4,11.0
25,3,2020,5,18.0
25,3,2020,6,673.0
25,3,2020,7,2396.0
25,3,2020,8,2160.0
25,3,2020,9,1389.0
25,3,2020,10,1196.0
25,3,2020,11,1062.0
25,3,2020,12,1160.0
25,3,2020,13,1364.0
25,3,2020,14,1452.0
25,3,2020,15,1724.0
25,3,2020,16,2102.0
25,3,2020,17,3017.0
25,3,2020,18,1906.0
25,3,2020,19,946.0
25,3,2020,20,469.0
25,3,2020,21,241.0
