day,month,year,hour,avg-temp,avg-humidity,avg-precip,avg-wind,avg-windir
27,2,2020,16,12.9528796,75.54360066666666,1.6582569999999999,6.143829154929577,248.37744450704224
27,2,2020,17,9.364271466666667,88.80889213333333,1.6849211666666668,5.732562394366197,269.074436056338
27,2,2020,18,7.735555733333334,91.55975106666666,1.4082676666666667,3.5905495774647886,258.9046711267606
27,2,2020,19,7.327949066666667,92.28902866666667,1.0726338333333334,2.716943661971831,196.79179492957746
27,2,2020,20,7.46957027027027,92.818095,1.5142615254237288,2.799056714285714,182.03877528571428
27,2,2020,21,7.796649342105263,91.80515315789474,1.6860622950819673,2.7818268055555553,190.61043819444444
27,2,2020,22,8.002430789473685,89.60992434210527,0.9737023333333333,2.650154027777778,221.16802083333334
27,2,2020,23,7.794791052631579,90.15015828947368,0.4806331666666666,2.2742879166666667,241.5092226388889
28,2,2020,0,7.252204473684211,89.50503026315789,0.5902220000000001,1.9970062499999999,241.74037555555554
28,2,2020,1,6.5972596,88.13948866666667,0.04869355932203389,1.4492977464788732,215.24817366197183
28,2,2020,2,6.261825466666667,88.28944013333334,0.05707457627118644,0.9903360563380282,180.55880267605633
28,2,2020,3,6.1507664,86.45010013333334,0.26539118644067794,0.9453898591549296,171.35255
28,2,2020,4,6.132286216216216,84.73440108108109,0.7157733898305085,0.9737817142857144,139.09713885714288
28,2,2020,5,6.452431466666667,82.886072,0.22376728813559324,0.9392487323943662,138.73082492957747
28,2,2020,6,7.434083378378378,78.54309500000001,0.672793220338983,1.1561181428571428,105.63655428571428
28,2,2020,7,8.55402205479452,69.90582424657535,0.4239305172413793,1.746418115942029,102.92822739130435
28,2,2020,8,9.654621643835616,64.8404308219178,0.07089745762711865,2.320306376811594,109.63868144927537
28,2,2020,9,10.481696891891891,64.86169216216217,0.5694754237288135,2.3030885714285714,139.25205357142855
28,2,2020,10,10.918554133333334,66.58853135135136,0.8070893333333333,2.546809295774648,170.0891291549296
28,2,2020,11,11.711656351351351,65.42166675675676,0.9741474576271186,2.853761142857143,198.29790357142858
28,2,2020,12,11.875359333333332,64.89895893333333,0.861336,2.9879695774647885,223.55921338028168
28,2,2020,13,11.75112527027027,63.93116891891892,0.9208755172413794,2.7350698571428573,233.7456545714286
28,2,2020,14,11.313136486486487,64.60212986486486,1.0836125862068966,2.3547692857142857,228.508471
28,2,2020,15,10.458505945945946,67.01961878378378,1.2545198305084746,1.809966142857143,215.119266
28,2,2020,16,9.7077004,70.14955653333332,1.4452751666666666,1.3817781690140845,191.4493070422535
28,2,2020,17,9.230864,73.74993026666667,1.5476615254237287,1.2880646478873239,166.0173218309859
28,2,2020,18,8.953521599999998,75.76551186666666,0.9602748333333334,1.4955660563380282,146.72378408450706
28,2,2020,19,8.842736799999999,76.69769108108108,1.5362754999999997,1.3065797183098593,137.0401166197183
28,2,2020,20,8.694122297297298,77.07065424657534,1.598026779661017,1.0761601428571428,135.13414857142857
28,2,2020,21,8.542997567567568,77.83707410958904,1.4491800000000001,1.1662917142857143,133.4896732857143
28,2,2020,22,8.457713287671234,78.11148680555556,0.6715650877192983,1.4178139130434784,145.81704057971015
28,2,2020,23,8.313860135135135,79.51444178082193,0.5873156896551724,1.7148155714285713,164.33769728571428
29,2,2020,0,7.797669594594595,83.6164994520548,0.5879218965517242,3.005126142857143,201.31139685714285
29,2,2020,1,6.78955,91.32362342465753,0.5068579310344827,4.020663714285714,234.04207285714287
29,2,2020,2,6.2059500000000005,93.96580958333334,1.0524161403508772,4.920173913043478,221.24681550724637
29,2,2020,3,5.908735810810811,94.56064328767123,0.1552406896551724,5.309539,203.40569000000002
29,2,2020,4,5.893264933333334,94.78781767123287,0.11339457627118643,5.373137323943662,202.05224366197183
29,2,2020,5,6.170347866666667,95.06517671232876,0.2997520338983051,5.245277323943662,181.45578450704224
29,2,2020,6,6.537359726027398,94.85373464788732,1.0370077192982456,5.288557391304348,175.55386246376813
29,2,2020,7,6.676857837837838,94.84209402777778,0.5498441379310345,5.337608,184.82700571428572
29,2,2020,8,6.896229054054054,94.55983369863014,0.24827596491228068,5.354119142857143,193.47424814285714
29,2,2020,9,7.386448108108109,93.3247508219178,1.0057774137931033,5.388803571428571,195.00597900000002
29,2,2020,10,7.885286216216215,90.45553356164383,1.0901763793103447,5.211939285714286,189.623176
29,2,2020,11,8.152229324324324,88.09712438356165,0.6584139655172414,5.236868571428571,150.58593714285715
29,2,2020,12,8.37270472972973,86.19128246575343,0.528598275862069,5.111562714285714,136.69780814285713
29,2,2020,13,8.212567432432433,85.20925917808219,1.158393157894737,4.791012142857143,137.71388399999998
29,2,2020,14,7.895500135135135,84.9947701369863,1.4190863157894735,4.413550000000001,148.9800167142857
29,2,2020,15,7.491522027027027,86.7924808219178,1.8941215517241379,4.067913428571429,151.7019487142857
29,2,2020,16,7.066654,89.11167878378379,1.7201491525423729,3.692401690140845,122.89879661971833
29,2,2020,17,6.683631891891892,89.82370863013699,1.9196791379310345,2.9885017142857144,124.18599685714287
29,2,2020,18,6.253828783783783,90.15201438356165,1.4132010344827586,2.3845549999999998,132.49303471428573
29,2,2020,19,5.813637972972972,90.36511575342466,1.2042708620689657,1.8163352857142856,142.45640357142855
29,2,2020,20,5.34722581081081,90.80706027777778,1.5830754385964911,1.456294,172.075383
29,2,2020,21,4.923101780821918,91.22451267605635,1.6467629824561403,1.3475908695652172,178.23807695652175
29,2,2020,22,4.3599716216216216,92.04093611111111,0.6741719298245615,1.1710247142857142,165.34485685714284
29,2,2020,23,3.829553783783784,92.84217819444444,0.6891608771929824,0.9528541428571428,162.5626015714286
1,3,2020,0,4.0188790476190475,90.63289468965517,0.7483037719298246,1.9112987050359713,133.26572676258994
1,3,2020,1,3.816098648648649,90.45202575342465,0.8496121739130436,1.825458357142857,135.248485
1,3,2020,2,3.6240776870748297,90.68593227586207,0.309692,1.6884522302158274,131.76728237410072
1,3,2020,3,3.5477767346938776,90.35816668965518,0.14284269565217392,1.6731527338129497,131.12254007194247
1,3,2020,4,3.46175924137931,89.75787715277778,0.15449678571428568,1.5899423913043478,128.9756141304348
1,3,2020,5,3.8517947260273973,89.49418406896551,1.077941052631579,1.5887658992805755,122.58115978417267
1,3,2020,6,5.1697551700680275,87.76037170068027,1.4478112068965516,1.7098259285714286,130.92646842857144
1,3,2020,7,6.709873918918919,83.34922700680272,0.8583822413793103,1.9748937857142859,137.61355628571428
1,3,2020,8,7.8572858108108115,78.01806108843537,0.2859239655172414,2.3762114999999997,139.83640485714284
1,3,2020,9,8.43687418918919,73.91700734693877,0.35012350427350425,2.5150553571428573,148.9582285
1,3,2020,10,8.800233,71.24749288590604,0.3148485833333333,2.653469014084507,168.64959302816902
1,3,2020,11,9.047451013513514,68.98212013605443,0.4968224576271187,2.6464757142857143,173.53073342857144
1,3,2020,12,9.27373986577181,66.90574466216216,0.6328978151260505,2.5533847517730495,167.80449829787233
1,3,2020,13,9.167892,65.65825080536912,0.9509136134453782,2.338176267605634,168.4097466197183
1,3,2020,14,8.624384121621622,67.2122880952381,1.2476795726495726,1.8665707142857144,167.4448277857143
1,3,2020,15,7.5869164189189195,72.16501265306123,1.2892254700854702,1.4439457857142857,168.0336085
1,3,2020,16,6.618204594594594,76.82375435374149,1.6027800847457627,1.2565250714285714,159.39225107142857
1,3,2020,17,6.079014693877551,79.0894640410959,1.69539358974359,1.1301130215827337,160.4969648201439
1,3,2020,18,5.651703673469387,81.01822547945206,1.3025525641025641,1.135204748201439,159.89013510791366
1,3,2020,19,5.363614657534247,82.10963337931034,1.4062784482758621,1.171016304347826,164.58530789855072
1,3,2020,20,5.1410182876712325,83.48704744827586,1.7678679310344827,1.1846428985507245,159.58601442028984
1,3,2020,21,4.969661369863013,84.49096068965517,1.2042426724137931,1.1197601449275363,175.69154094202898
1,3,2020,22,4.81356,85.72358630136986,0.6491302608695652,1.1343256834532374,174.57835071942446
1,3,2020,23,4.789071655172414,85.80038090277777,0.5753492105263158,1.268498321167883,173.85267437956205
2,3,2020,0,4.901508533333333,88.21296716216216,0.6854684482758621,1.3228571830985916,152.95101197183098
2,3,2020,1,5.042362432432432,88.43920780821918,0.6473170689655172,1.4831324285714287,159.003608
2,3,2020,2,5.303087972972973,88.38391287671233,2.1387033333333334,1.5919885714285715,166.64155
2,3,2020,3,5.900093150684931,87.82169416666666,0.9218389285714286,1.845574202898551,175.92740710144926
2,3,2020,4,6.208910136986302,87.70001513888889,0.524321754385965,2.106746231884058,175.55593594202898
2,3,2020,5,7.566546891891893,84.93895041095891,0.23576982456140352,2.514045285714286,180.13643914285714
2,3,2020,6,9.451407567567568,76.59753438356164,0.5931229824561403,3.0171124285714286,189.64121771428572
2,3,2020,7,11.281638243243243,66.08047041095891,0.29272561403508773,3.8117941428571425,191.3651707142857
2,3,2020,8,13.10324216216216,55.98942630136986,0.011632631578947368,4.553436857142858,196.44977699999998
2,3,2020,9,14.370827945205479,49.457558493150685,0.43473631578947364,4.709696,209.79771057142855
2,3,2020,10,15.026728356164384,47.594436164383566,1.065408275862069,4.8828191428571435,216.1622844285714
2,3,2020,11,15.648885205479452,47.3373297260274,0.6502758620689655,4.832448285714286,224.78299885714284
2,3,2020,12,16.014222739726026,47.34021424657534,0.5516812068965518,4.601529,232.6597417142857
2,3,2020,13,16.495110684931507,47.06689561643836,0.6154568421052632,4.1253084285714285,227.07962671428572
2,3,2020,14,16.165670684931506,49.18293465753425,1.3941971929824561,3.222716142857143,221.55300557142857
2,3,2020,15,15.157452876712329,53.107597671232874,1.3703410344827587,2.811387285714286,222.9339065714286
2,3,2020,16,14.053275616438357,58.74851438356165,1.629060172413793,2.560902,217.53542614285715
2,3,2020,17,13.331388904109588,63.95092452054794,1.3252005172413794,2.4317732857142857,204.68876557142858
2,3,2020,18,12.721211232876712,68.18484602739727,1.160808275862069,2.338322285714286,199.70022057142856
2,3,2020,19,12.320619726027397,70.67088328767123,1.5397294827586208,2.5431201428571426,191.63825828571427
2,3,2020,20,12.237247123287672,72.25989479452055,1.2755912068965518,2.8001944285714284,191.80975042857142
2,3,2020,21,12.155180136986303,74.61550205479452,1.362141896551724,3.1825262857142858,196.14890285714284
2,3,2020,22,12.181088082191781,75.69228493150685,0.612870701754386,3.482646857142857,202.60816014285714
2,3,2020,23,12.180151486486485,74.14537891891891,0.5423084482758621,3.525035633802817,194.5854395774648
3,3,2020,0,12.092937162162162,73.16220891891892,0.871441551724138,3.407935633802817,196.3889090140845
3,3,2020,1,11.985612837837838,72.58607689189189,0.9450575862068966,3.0769685915492957,196.8208633802817
3,3,2020,2,11.715812666666666,72.49088148648649,0.701906724137931,2.905991126760563,190.62062098591548
3,3,2020,3,11.678292133333333,71.5230568918919,0.6257444827586208,2.7992802816901405,185.77101267605636
3,3,2020,4,11.782716933333333,70.36248216216217,0.03457372881355932,2.863303943661972,181.97207014084506
3,3,2020,5,12.6909656,67.24514851351351,0.04610344827586207,2.9777674647887324,178.30910450704226
3,3,2020,6,14.943955866666665,58.96343594594594,0.5909110344827586,3.316445774647887,178.30982676056337
3,3,2020,7,16.679951199999998,52.88202364864865,0.9841686206896552,4.017464647887324,185.93796436619718
3,3,2020,8,17.993806756756758,48.686485405405406,0.8284979310344828,4.574301971830986,195.00097450704226
3,3,2020,9,19.050815,45.564772702702705,0.6642915254237288,5.017485211267606,207.1323887323944
3,3,2020,10,19.8810872972973,43.54569027027027,0.59163,5.1755849295774645,214.37146577464787
3,3,2020,11,20.71459797297297,41.37623027027027,0.5857389830508476,5.036290563380282,218.47768098591547
3,3,2020,12,21.42049,39.851442702702705,0.4940883050847458,4.4473847887323945,219.22164971830986
3,3,2020,13,21.83235054054054,39.04690608108108,0.8689358620689656,4.056191126760564,216.62085169014085
3,3,2020,14,21.279069594594592,40.64600635135135,1.3819115517241378,3.665387887323944,215.4135290140845
3,3,2020,15,19.725216621621623,44.93571756756757,1.3982737288135594,2.7141830985915494,210.1894071830986
3,3,2020,16,17.76818648648649,50.502856351351355,1.54299186440678,2.086320985915493,205.1984338028169
3,3,2020,17,16.547482567567567,53.99159094594595,1.4763996610169492,1.9957250704225353,199.85174971830986
3,3,2020,18,15.657828243243245,56.652096891891894,1.219257118644068,1.7474870422535211,178.2695453521127
3,3,2020,19,14.909788513513515,59.54419202702702,1.0814222033898304,1.570035352112676,165.12939732394366
3,3,2020,20,14.139629594594595,62.425913108108105,0.9521886440677965,1.4525521126760563,161.15237830985916
3,3,2020,21,13.307255616438356,66.04281378378377,1.2141164912280702,1.3213328571428573,155.19063357142855
3,3,2020,22,12.646260821917808,68.15624794520548,0.898818596491228,1.149425142857143,154.36727585714286
3,3,2020,23,12.044893513513514,70.20149040540541,0.5411470689655172,1.140504647887324,155.42680492957746
4,3,2020,0,11.629869178082192,72.28441068493152,0.4926621052631579,1.1278957142857142,160.28765171428572
4,3,2020,1,11.481040410958904,73.83139808219178,0.6503364285714286,1.1936467142857143,160.2249492857143
4,3,2020,2,11.383651756756757,75.05415081081081,0.6299040677966101,1.2031921126760565,158.47645126760563
4,3,2020,3,11.276351216216216,76.96775608108108,0.01632175438596491,1.3503845070422535,168.41656112676057
4,3,2020,4,11.12058891891892,78.32553472972972,0.017503684210526317,1.4444147887323944,170.45879464788734
4,3,2020,5,11.585648783783784,77.88025621621622,0.014330862068965519,1.467476338028169,174.83834845070422
4,3,2020,6,13.429423066666667,73.78481256756757,0.8964758620689655,1.44249,171.6799538028169
4,3,2020,7,15.392211866666667,67.70710891891892,1.4645225862068967,1.8666091549295774,203.69297549295774
4,3,2020,8,16.270857333333332,63.9444572972973,0.2824646551724138,2.1839614084507044,208.73413183098592
4,3,2020,9,16.861144594594595,60.985540684931514,0.7265094827586208,2.213695857142857,212.3463192857143
4,3,2020,10,17.185814999999998,58.51472082191781,0.5444286206896551,1.977313,206.94957
4,3,2020,11,17.25634716216216,56.53451780821918,0.6126875862068967,1.7817578571428572,208.04755128571426
4,3,2020,12,18.1362576,52.38241216216216,0.46164775862068963,1.8571625352112677,211.5903247887324
4,3,2020,13,19.0679432,47.957050540540536,1.090079827586207,1.9455988732394365,187.4301290140845
4,3,2020,14,18.865514533333336,48.10460405405405,1.5821177586206896,1.614330985915493,163.2070774647887
4,3,2020,15,17.130999066666668,53.56846837837838,1.2596177966101696,1.3889578873239437,137.8372576056338
4,3,2020,16,15.202270533333333,60.39379243243243,1.693584745762712,1.4867269014084508,124.7874842253521
4,3,2020,17,14.354259189189188,63.981625479452056,1.630680172413793,1.4699541428571428,126.17538314285716
4,3,2020,18,13.97326027027027,65.04090232876713,1.3163784482758623,1.5846848571428573,125.03766885714285
4,3,2020,19,13.873706933333333,64.56948513513512,0.7359718644067796,1.6684852112676056,120.9107714084507
4,3,2020,20,13.617943243243243,65.05111931506849,0.7489122413793105,1.7233865714285714,131.76348157142857
4,3,2020,21,13.147747599999999,66.721365,1.0209549152542372,1.41607,145.83621211267604
4,3,2020,22,12.867510266666667,68.7564704054054,0.8390854237288136,1.1497125352112678,148.47488873239436
4,3,2020,23,12.556519342105263,70.50706266666667,0.5289462711864407,1.19056,165.97354041666665
5,3,2020,0,12.341180131578948,72.20527933333334,0.6309837288135594,1.3594497222222222,171.5175361111111
5,3,2020,1,12.439107105263158,72.07941386666667,0.7601813559322034,1.4967315277777777,162.77769999999998
5,3,2020,2,12.567798,72.33627175675676,1.0278437288135593,1.3018522535211268,159.66310309859153
5,3,2020,3,12.551023513513513,72.85272602739725,0.37683157894736846,1.4811485714285715,163.07687685714288
5,3,2020,4,12.516659864864865,73.1996001369863,0.058030000000000005,1.519845142857143,173.0240057142857
5,3,2020,5,12.557692465753425,74.26452125,0.05011678571428572,1.6367291304347826,171.74821289855072
5,3,2020,6,13.073785135135136,74.10765232876712,0.938989298245614,1.6989381428571428,180.635175
5,3,2020,7,13.726645675675677,71.22918945205478,0.900051052631579,1.7307052857142857,186.57927014285713
5,3,2020,8,15.300732133333334,64.2219758108108,0.4503694915254237,1.647977323943662,196.7394233802817
5,3,2020,9,14.979615135135136,65.05525123287671,0.7330231034482759,2.310660857142857,212.30159757142857
5,3,2020,10,14.483393783783784,67.40448397260273,0.49520666666666663,2.279042857142857,239.8459505714286
5,3,2020,11,14.992879466666666,66.35017202702703,0.699173559322034,2.373146338028169,259.2271229577465
5,3,2020,12,15.405232499999999,63.931890133333326,0.7087738333333333,2.2059865277777777,251.59104666666664
5,3,2020,13,14.187669733333331,70.40096945945946,1.5202557627118645,1.644427605633803,196.09798211267605
5,3,2020,14,12.782596447368421,81.89114000000001,1.1267911864406779,1.5906333333333333,143.47277597222222
5,3,2020,15,11.643597333333334,88.1290222972973,1.300088474576271,2.3050097183098592,159.2261770422535
5,3,2020,16,10.53311418918919,90.1513994520548,1.9080979310344828,3.117388857142857,197.7489102857143
5,3,2020,17,9.594879054054054,92.03466602739726,1.55647,3.062829285714286,193.2334627142857
5,3,2020,18,9.26104472972973,92.9747295890411,1.3697867241379311,2.7332892857142856,169.13377857142856
5,3,2020,19,9.175275000000001,93.17440136986302,1.149423793103448,2.8206905714285715,181.025441
5,3,2020,20,9.04892472972973,93.677945,1.563081724137931,3.0958285714285716,197.5742737142857
5,3,2020,21,9.003652533333334,93.98511945945945,1.5739974576271187,2.724787746478873,225.70447535211267
5,3,2020,22,8.993410933333333,93.74997513513513,1.1426391379310346,2.6275915492957744,227.57358014084508
5,3,2020,23,8.900322368421053,93.30800626666667,0.8798842372881356,2.5176931944444445,237.33408958333334
6,3,2020,0,8.751601710526316,92.81083133333334,1.800233,2.6366509722222222,235.58157569444444
6,3,2020,1,8.632923466666666,92.33697581081081,1.320540172413793,2.305051408450704,228.10447183098591
6,3,2020,2,8.466543466666668,92.61110986486487,0.6196657627118644,1.7166871830985915,243.33108619718308
6,3,2020,3,8.3713664,93.30963702702702,0.5042886440677966,1.3442361971830985,241.22955549295773
6,3,2020,4,8.339807066666667,93.47870608108109,0.9941405084745764,1.2630735211267605,222.10870394366196
6,3,2020,5,8.377947466666667,93.75132040540541,0.28541862068965523,1.3587845070422535,208.05761985915493
6,3,2020,6,8.496120533333333,93.8733527027027,0.5938570689655173,1.550648732394366,190.6065147887324
6,3,2020,7,8.799688533333333,93.42326797297297,0.451348275862069,1.9410015492957744,169.2495476056338
6,3,2020,8,9.434461733333332,91.36177770270271,0.01572915254237288,2.2897784507042256,168.85144732394366
6,3,2020,9,10.3531912,87.22495148648649,0.23572982758620692,2.627990985915493,172.6371770422535
6,3,2020,10,11.507569864864864,80.26530561643835,0.7143005172413792,3.0424004285714283,174.49118614285715
6,3,2020,11,12.787865945945947,74.97725753424658,1.172176379310345,3.4631577142857144,188.45216942857144
6,3,2020,12,13.733247837837839,72.32594739726028,0.8964932758620691,3.379531,194.78077457142857
6,3,2020,13,14.418646933333333,69.31907648648648,1.0933718965517243,2.8665818309859157,193.18703112676056
6,3,2020,14,14.530995466666667,68.57143445945945,1.2375210169491526,2.547637323943662,186.82483436619717
6,3,2020,15,13.5920464,71.81113378378379,1.3114913559322037,1.8998883098591548,180.93438436619718
6,3,2020,16,12.192215466666667,77.6934537837838,1.7546262711864407,1.5411987323943663,167.40342211267605
6,3,2020,17,11.462103333333333,80.60912351351351,1.3537706779661018,1.5239109859154931,166.8177667605634
6,3,2020,18,11.014717866666667,82.42451621621622,1.2206779661016949,1.5103804225352113,168.72684830985915
6,3,2020,19,10.734215789473684,83.80603506666667,1.4001003333333333,1.7386681944444444,168.91990541666667
6,3,2020,20,10.498609342105263,84.58302213333333,1.404194,1.879591111111111,164.1956673611111
6,3,2020,21,10.254942368421053,86.02211973333334,1.312321,2.073008472222222,169.6357875
6,3,2020,22,10.214300131578948,85.26101146666666,0.5324277966101695,2.272122638888889,180.77687583333332
6,3,2020,23,10.684384545454547,81.17776460526316,0.6168256666666667,2.924647808219178,187.40316684931506
7,3,2020,0,11.084106753246754,78.65692894736841,0.5693763333333333,3.2808324657534245,194.9244504109589
7,3,2020,1,11.385187402597403,76.0902130263158,0.6167480000000001,3.423838767123288,193.67505575342466
7,3,2020,2,11.497675064935065,73.89812763157894,0.5144173333333334,3.1697683561643837,194.80633465753422
7,3,2020,3,11.347381184210526,72.33401626666667,0.5509603389830507,3.051032361111111,190.26326791666668
7,3,2020,4,11.197694805194805,71.83880842105263,0.998715081967213,3.005258767123288,190.77826602739728
7,3,2020,5,11.965498026315789,68.84196546666666,0.032779166666666665,3.339606388888889,186.38726736111113
7,3,2020,6,13.725327236842107,62.48925573333334,0.654323220338983,3.9187905555555553,188.02105694444447
7,3,2020,7,15.074936315789474,56.80365933333333,0.5261953333333333,4.465582777777778,192.09496583333333
7,3,2020,8,16.134110789473684,53.1613916,0.30261966101694915,4.7869576388888895,199.1701963888889
7,3,2020,9,16.968676315789473,51.1832344,0.9421620338983051,4.862319583333334,196.7236247222222
7,3,2020,10,17.791716710526316,49.59321644736842,0.9186808474576271,4.719968611111111,201.64490166666667
7,3,2020,11,18.585482105263157,47.63065907894737,0.7166715,4.116493611111111,209.58666374999999
7,3,2020,12,19.20545447368421,45.956945,0.6653446666666666,3.8611145833333333,216.83000638888888
7,3,2020,13,19.246448684210527,46.17744776315789,0.8883925423728813,3.2334780555555556,220.2155826388889
7,3,2020,14,18.86471605263158,47.966040394736844,1.1463511666666666,2.4281405555555557,224.42753805555557
7,3,2020,15,17.890469342105263,51.71665394736842,1.325246,1.5798659722222221,184.55743291666667
7,3,2020,16,15.966135394736844,58.23251065789473,1.7695781666666666,1.3564747222222222,140.92005361111111
7,3,2020,17,14.939591733333334,61.40555466666666,0.8419722033898306,1.3576088732394367,140.32183535211269
7,3,2020,18,14.443071066666668,62.801936,0.6867411864406779,1.531575352112676,142.40680676056337
7,3,2020,19,14.020623466666667,64.29149066666666,0.6685550847457628,1.5067847887323944,141.48796915492957
7,3,2020,20,13.6620088,65.71702426666667,0.6943830508474576,1.4884228169014084,146.48223492957746
7,3,2020,21,13.330208933333333,66.847746,0.7997547457627119,1.4424260563380282,154.46176788732393
7,3,2020,22,13.157549333333334,67.49126893333333,0.32217355932203384,1.5507116901408449,162.8149285915493
7,3,2020,23,12.999625466666666,67.9652648,0.010327413793103448,1.5995621126760564,165.54384985915493
8,3,2020,0,13.025758289473684,68.19053813333333,0.008648305084745764,1.8365241666666665,161.65166833333333
8,3,2020,1,13.044563376623376,68.6078225,0.5995898360655738,2.0778646575342465,162.3080964383562
8,3,2020,2,13.17928025974026,67.94716105263157,1.1182305,2.14672698630137,159.0067705479452
8,3,2020,3,13.425267532467531,66.19658368421052,0.9392604999999999,2.0482757534246576,167.42702671232877
8,3,2020,4,13.945329740259739,62.990835921052636,0.10824550000000001,2.0085623287671233,162.8415721917808
8,3,2020,5,15.233443636363635,57.96169118421053,0.015152459016393442,2.140993287671233,160.55580808219176
8,3,2020,6,17.14240090909091,52.43871592105263,0.3459978333333333,2.2500791780821916,159.88235794520548
8,3,2020,7,19.234565657894738,46.0848324,0.566945,2.639857638888889,167.5839286111111
8,3,2020,8,20.628472105263157,42.3978492,0.2711206779661017,2.8145443055555557,179.83703680555556
8,3,2020,9,21.385381578947367,39.6621648,1.1587557627118645,2.793737777777778,189.63458291666666
8,3,2020,10,21.75672592105263,37.80413653333333,0.9414223728813559,2.7545627777777777,196.18889430555555
8,3,2020,11,21.991281710526316,36.81228746666667,0.5839191525423729,2.6786044444444443,208.14762930555557
8,3,2020,12,21.954833815789474,36.3307352,0.5602638333333334,2.7808341666666667,224.48372333333333
8,3,2020,13,21.557105789473685,36.843998133333336,0.9074996610169492,2.4768715277777775,220.6113275
8,3,2020,14,20.837736315789474,38.861262133333334,1.2874811666666666,1.9620044444444444,206.65172222222225
8,3,2020,15,19.774415789473686,42.607588533333335,1.4562580000000003,1.3848633333333333,181.72313069444442
8,3,2020,16,17.81247,48.44858613333333,1.6343571666666667,1.1206572222222222,139.21450944444445
8,3,2020,17,16.65470552631579,52.52457226666667,1.3608875,1.1846052777777778,127.40143361111112
8,3,2020,18,16.010601710526316,54.929725789473686,0.9629583333333334,1.2698593055555554,127.8160377777778
8,3,2020,19,15.437837105263156,56.823208552631584,1.2199981666666668,1.2471656944444445,128.46368375
8,3,2020,20,14.81878197368421,58.80188644736842,1.2361368333333334,1.3278975,134.97016875
8,3,2020,21,14.18631894736842,60.41780736842105,1.2307498333333333,1.4033123611111111,136.35154416666668
8,3,2020,22,13.812004605263159,61.067724210526315,0.6671978333333333,1.4734845833333334,138.924045
8,3,2020,23,13.460013116883117,61.82846558441559,0.5906911666666667,1.401056301369863,156.05243109589043
9,3,2020,0,12.964106493506494,62.96069697368421,0.5591173333333334,1.2182579452054794,164.11132698630138
9,3,2020,1,12.396342533333334,64.54665743243244,0.5763698275862068,1.0753852112676057,162.89978563380282
9,3,2020,2,12.145940266666667,65.18589459459459,1.1055775862068966,1.047479295774648,157.18707704225352
9,3,2020,3,11.936865333333333,65.77267567567567,1.1183417241379312,1.169629295774648,146.86448056338028
9,3,2020,4,11.562576266666667,67.6336781081081,0.1048043103448276,1.1031443661971831,135.31202309859157
9,3,2020,5,12.594699866666666,66.896125,0.016056206896551725,1.2192501408450704,140.24258535211268
9,3,2020,6,14.999843733333334,61.49406797297297,0.6993213793103448,1.7758571830985914,159.3519643661972
9,3,2020,7,16.749385333333333,57.42116027027027,0.5854201724137932,2.1927669014084508,166.2918943661972
9,3,2020,8,18.212516666666666,53.33537513513513,0.2848406896551724,2.4471,148.82840450704225
9,3,2020,9,18.894996000000003,50.61105540540541,0.9043220689655173,3.143249718309859,124.30937704225353
9,3,2020,10,18.802455866666666,50.041040405405404,1.0300744827586206,3.6120871830985917,120.4884533802817
9,3,2020,11,18.043386266666666,51.563452567567566,0.459586551724138,4.042023098591549,125.8675808450704
9,3,2020,12,16.922675945945947,54.8579302739726,0.5509221052631579,4.320855571428571,126.32409757142858
9,3,2020,13,15.863689466666669,58.6763195945946,0.9795000000000001,4.311998450704225,126.28780605633804
9,3,2020,14,14.4338472,63.829036486486494,1.3534798275862068,4.417775774647887,129.5818614084507
9,3,2020,15,12.211114666666667,73.55517959459459,1.3581354237288137,4.409388450704225,137.82989929577465
9,3,2020,16,10.4224572,83.3631484,1.733116779661017,4.168120985915493,149.70754633802818
9,3,2020,17,9.477100933333332,88.93595418918919,1.7056815254237288,3.9142099999999997,157.8597252112676
9,3,2020,18,8.985436666666667,91.72323189189188,2.261114406779661,3.931598309859155,163.80834070422537
9,3,2020,19,8.797633733333333,93.32649973333334,2.577538983050847,3.9828518309859158,166.4518585915493
9,3,2020,20,8.741012533333333,93.95411635135136,2.121692033898305,4.0933405633802815,173.42635873239436
9,3,2020,21,8.888650666666667,94.50507081081082,1.642712372881356,4.428827464788733,171.00554943661973
9,3,2020,22,9.138672933333334,95.1345804054054,0.7885194827586207,4.891709154929577,196.64225943661972
9,3,2020,23,9.285267631578947,94.98235226666667,0.5288447457627119,5.238820277777778,179.6572488888889
10,3,2020,0,9.305555131578947,94.85989546666666,0.6625772881355931,4.707402916666667,171.65563347222223
10,3,2020,1,9.1637468,95.23967675675675,0.08747862068965517,3.8205560563380283,179.23188056338026
10,3,2020,2,9.15026697368421,95.9707424,0.45864406779661016,2.7474906944444446,226.28332569444444
10,3,2020,3,9.08778947368421,95.8561044,0.5000798333333333,3.2847512500000002,247.25221027777778
10,3,2020,4,9.2442996,95.41187567567567,0.27776551724137927,3.0539152112676056,210.83042436619718
10,3,2020,5,9.3445756,95.35733459459459,0.2343310344827586,2.7773552112676057,228.922068028169
10,3,2020,6,9.6154788,94.46600432432432,0.6878203448275862,2.794434647887324,254.07915887323944
10,3,2020,7,9.948946184210527,93.05987,0.7974066101694915,2.3811243055555553,259.96867972222225
10,3,2020,8,10.271679220779221,91.85809394736843,0.341118,2.1076898630136984,258.9419293150685
